company_name,company_location,reporting_quarter,economic_condition_tag,revenue_growth,profit_margin,stock_price_change,past_layoffs,total_employees,job_title,tech_stack,role_demand_index,department_resilience_index,tech_stack_trend_score,years_at_company,salary_range,performance_rating,department,remote_work,role_layoff_rate,industry,industry_layoff_rate,unemployment_rate,inflation_rate
Microsoft India,Delhi,Q2 2023,Growth,10.45,18.09,23.16,No,26410,Senior Software Engineer,Java + Spring Boot,8.33,8.69,6.59,5,2983574,4,Engineering,Yes,0.458,Information Technology,0.8,8.17,6.92
LTIMindtree,Gurugram,Q1 2023,Recovery,13.0,16.97,9.94,No,77019,Solution Architect,Enterprise Integration + API Design,7.62,6.99,7.24,3,2485065,2,Engineering,Yes,1.677,Information Technology,1.81,8.15,7.29
Capgemini India,Mumbai,Q2 2025,Recovery,9.03,19.31,12.82,Yes,179301,Technical Lead,Java + Spring Boot,6.98,8.14,7.18,7,4057427,5,Engineering,No,1.222,Consulting,1.69,5.3,4.97
Amazon India,Mumbai,Q4 2023,Stable,10.63,15.25,15.5,No,125336,Senior Software Engineer,Node.js + React,8.12,8.01,6.72,4,4210438,4,Engineering,No,1.707,E-commerce,2.33,5.83,6.13
Microsoft India,Gurugram,Q2 2025,Stable,13.4,17.74,3.98,No,26372,Data Scientist,PySpark + MLflow + Python,8.36,7.88,8.9,1,3974570,3,Analytics,No,0.997,Information Technology,1.21,5.17,5.46
Sun Pharma,Pune,Q4 2023,Stable,6.46,18.18,23.79,Yes,39650,Sales Executive,CRM + Sales Analytics,6.19,5.63,5.56,3,1333348,2,Sales,No,3.705,Healthcare,0.87,6.32,5.96
Tata Consultancy Services (TCS),Bengaluru,Q4 2024,Stable,10.16,22.94,19.34,No,608878,Customer Success Manager,CRM + Customer Analytics,6.56,6.49,5.97,5,1949618,3,Operations,Yes,2.52,Information Technology,1.36,5.96,5.36
Jio Platforms,Mumbai,Q3 2025,Stable,10.77,12.92,12.13,Yes,95090,QA Engineer,Manual QA + Regression Testing,5.83,8.13,2.77,15,3008327,4,Engineering,No,3.187,Telecommunications,1.93,5.36,4.92
HDFC Bank,Bengaluru,Q2 2024,Stable,7.93,22.49,8.2,No,167698,Customer Success Manager,CRM + Customer Analytics,6.38,6.59,5.0,1,1533021,4,Operations,Yes,2.212,Financial Services,0.98,5.65,5.76
LTIMindtree,Pune,Q1 2025,Stable,13.4,21.24,13.92,No,88044,Cybersecurity Analyst,SIEM + SOC + Threat Hunting,8.36,7.37,7.52,5,2005174,4,IT,Yes,1.149,Information Technology,1.2,5.43,5.15
Sun Pharma,Gurugram,Q1 2023,Recovery,-0.25,17.47,15.02,No,38637,DevOps Engineer,Docker + Kubernetes + AWS,8.36,7.84,7.86,5,2991951,3,Engineering,No,0.887,Healthcare,0.93,7.74,6.95
Deloitte India,Mumbai,Q4 2025,Growth,12.63,18.72,28.7,No,100462,Senior Software Engineer,Java + Spring Boot,8.07,7.8,7.6,2,2948777,3,IT,Yes,0.958,Consulting,0.64,5.88,5.33
Amazon Development Centre India Pvt Ltd,Bengaluru,Q1 2023,Recession,6.87,10.8,14.89,No,140264,Support Engineer,ITSM + Linux + SQL,5.73,7.22,6.05,6,1903800,4,IT,No,3.002,E-commerce,3.22,7.76,6.95
Tata Consultancy Services (TCS),Bengaluru,Q2 2023,Recession,4.9,17.38,11.46,No,577226,DevOps Engineer,Linux + Ansible + Observability,7.88,7.92,7.66,6,2941861,4,Engineering,No,1.428,Information Technology,2.47,7.41,6.88
Amazon Development Centre India Pvt Ltd,Hyderabad,Q2 2023,Recovery,7.41,9.34,5.78,No,159279,Software Engineer,Python + FastAPI,7.38,8.1,7.3,6,2292087,4,Engineering,Yes,1.702,E-commerce,2.55,7.14,6.88
Amazon Development Centre India Pvt Ltd,Bengaluru,Q2 2025,Recovery,8.54,8.05,6.52,No,150632,Engineering Manager,Agile + Jira + Architecture Reviews,7.16,5.98,7.01,6,4772586,3,Management,Yes,2.11,E-commerce,2.37,5.33,4.84
Amazon Development Centre India Pvt Ltd,Chennai,Q1 2024,Recovery,8.78,12.99,16.0,Yes,163982,Cloud Engineer,Azure + DevOps + IaC,8.27,7.01,8.15,8,4882008,4,Engineering,Yes,1.667,E-commerce,2.89,6.0,6.02
PwC India,Mumbai,Q4 2023,Growth,8.6,20.0,21.18,Yes,75044,Support Engineer,ITSM + Linux + SQL,6.14,7.69,6.2,1,1099840,5,IT,Yes,1.996,Consulting,0.5,6.72,6.25
Mahindra & Mahindra,Chennai,Q3 2025,Stable,3.8,11.89,8.48,No,93528,Finance Analyst,SAP + Financial Modeling,5.99,5.97,5.01,7,2133221,4,Finance,No,2.047,Manufacturing,1.85,5.37,5.32
Meta India,Noida,Q1 2024,Recession,8.3,16.71,22.06,Yes,8048,Software Engineer,Python + FastAPI,7.72,7.86,6.81,7,2179807,3,Engineering,Yes,1.929,Information Technology,2.2,6.48,6.04
Deloitte India,Bengaluru,Q3 2025,Recovery,8.85,19.95,19.4,No,140831,Data Analyst,Excel + SQL + Reporting,7.13,7.8,4.5,6,2503569,5,Analytics,Yes,1.6,Consulting,1.49,5.1,5.2
Cipla,Ahmedabad,Q1 2023,Recession,-1.04,15.19,6.45,Yes,26134,Cloud Engineer,Azure + DevOps + IaC,7.92,4.2,7.53,7,2608365,4,HR,No,2.087,Healthcare,1.96,8.39,6.47
Tata Consultancy Services (TCS),Gurugram,Q3 2025,Stable,12.92,17.51,17.42,No,636032,Cloud Engineer,AWS + Terraform + Kubernetes,8.93,6.93,8.9,4,2777618,3,Product,No,0.714,Information Technology,1.18,4.99,5.21
ICICI Bank,Kolkata,Q1 2024,Stable,8.81,20.71,10.05,No,123826,Product Manager,Roadmapping + Jira + Experimentation,7.29,5.9,6.65,1,2494560,3,Finance,Yes,1.262,Financial Services,1.07,7.02,5.83
Oracle Financial Services Software Ltd.,Mumbai,Q4 2025,Stable,8.02,22.69,12.14,No,26914,QA Engineer,Selenium + Cypress + API Testing,6.19,7.42,6.88,6,2527334,4,Engineering,No,0.749,Financial Services,0.73,6.02,5.22
Wipro Limited,Gurugram,Q1 2025,Growth,18.07,21.31,24.81,No,221930,Site Reliability Engineer,Linux + Prometheus + Grafana,8.49,7.79,7.38,8,4117202,4,Engineering,Yes,0.566,Information Technology,1.12,5.96,5.66
Amazon India,Noida,Q3 2024,Growth,16.35,12.0,17.84,No,116023,Software Engineer,Go + Microservices,8.33,7.92,7.48,4,2561089,5,Engineering,Yes,0.839,E-commerce,1.98,5.73,5.67
Amazon India,Kolkata,Q3 2023,Recovery,9.33,13.3,16.75,No,106045,QA Engineer,Playwright + CI Test Automation,6.38,8.11,7.83,9,2584808,5,Engineering,Yes,1.404,E-commerce,1.93,7.41,6.41
Mahindra & Mahindra,Kolkata,Q2 2024,Growth,10.6,14.38,19.29,No,83599,Engineering Manager,Agile + Jira + Architecture Reviews,6.63,6.76,6.8,3,4202864,3,Management,Yes,2.25,Manufacturing,1.28,7.22,5.63
Tata Motors,Mumbai,Q2 2025,Stable,7.18,13.39,11.12,Yes,73195,Business Analyst,SQL + Excel + Process Mapping,7.15,6.85,5.5,8,2039837,4,Management,No,1.663,Manufacturing,1.51,5.6,4.99
Apple India,Kolkata,Q4 2024,Stable,8.94,18.36,17.53,Yes,9643,DevOps Engineer,Docker + Kubernetes + AWS,8.48,8.53,8.45,5,3969566,5,Engineering,Yes,0.29,Information Technology,1.24,6.45,5.47
Tata Consultancy Services (TCS),Gurugram,Q3 2023,Stable,9.73,20.99,27.87,Yes,556206,Data Analyst,SQL + Tableau + Python,7.13,7.97,6.94,6,2396658,4,Analytics,No,1.458,Information Technology,1.41,7.42,6.09
Tech Mahindra Ltd.,Ahmedabad,Q3 2025,Stable,7.24,17.93,8.38,No,178836,Senior Software Engineer,Node.js + React,7.65,8.07,7.19,13,3036084,4,Engineering,Yes,0.303,Information Technology,1.6,6.04,5.27
HCL Technologies,Bengaluru,Q1 2024,Growth,13.12,17.64,15.14,No,224301,Cybersecurity Analyst,VAPT + Incident Response,8.76,7.63,7.21,7,2558291,5,IT,Yes,0.01,Information Technology,1.14,5.96,5.39
Fortis Healthcare,Kolkata,Q2 2025,Growth,7.85,15.62,10.96,No,24747,Product Manager,Roadmapping + Jira + Experimentation,7.32,7.19,7.31,6,4978692,5,Product,No,0.01,Healthcare,0.25,6.7,5.13
Google India,Bengaluru,Q4 2025,Recovery,13.23,17.39,19.03,Yes,17668,Support Engineer,Ticketing + Debugging + Scripting,5.8,6.51,4.83,7,1964034,4,IT,No,2.157,Information Technology,1.71,5.6,5.59
Mphasis,Mumbai,Q4 2025,Recovery,9.07,18.31,12.0,No,33271,Solution Architect,Cloud Architecture + Microservices,8.6,7.72,9.39,2,5426863,3,Engineering,Yes,0.176,Information Technology,1.53,5.38,5.61
Infosys,Gurugram,Q4 2025,Recovery,9.89,17.8,15.39,No,324099,Data Analyst,SQL + Power BI + Excel,7.03,7.14,6.0,1,1623592,3,Analytics,No,1.959,Information Technology,1.74,6.18,5.52
HCL Technologies,Bengaluru,Q2 2023,Recovery,8.02,18.24,10.98,No,236676,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,9.49,5.08,8.3,7,2671695,5,Sales,Yes,0.169,Information Technology,1.72,7.51,7.33
HDFC Bank,Kochi,Q4 2024,Stable,7.61,22.45,14.18,No,161621,Cybersecurity Analyst,VAPT + Incident Response,8.87,7.62,6.43,7,1761526,5,IT,Yes,0.222,Financial Services,0.72,6.05,5.33
Axis Bank,Chennai,Q3 2023,Stable,4.4,18.22,13.57,No,98204,QA Engineer,Playwright + CI Test Automation,6.84,7.81,7.24,3,1230895,4,Engineering,No,1.195,Financial Services,1.08,7.08,5.84
Tata Consultancy Services (TCS),Kochi,Q1 2023,Recession,4.2,15.18,10.96,Yes,612550,Support Engineer,Application Support + Monitoring,5.74,7.06,5.96,6,1102591,3,IT,No,3.07,Information Technology,1.92,8.39,7.09
Apollo Hospitals,Chennai,Q1 2024,Stable,6.26,17.33,10.37,No,77251,Business Analyst,Data Modeling + Power BI + Requirements,7.35,6.63,7.0,4,1498503,3,Management,No,1.129,Healthcare,0.85,6.32,5.94
Flipkart Internet Pvt Ltd,Chennai,Q3 2025,Recovery,10.37,16.88,20.1,No,33187,Customer Success Manager,SaaS Onboarding + QBR Playbooks,5.34,5.39,5.44,4,2034978,5,Operations,Yes,2.774,E-commerce,2.24,5.46,5.38
Persistent Systems,Hyderabad,Q4 2025,Growth,8.66,16.95,7.74,Yes,26037,Support Engineer,Application Support + Monitoring,5.88,8.06,6.38,5,1037257,4,IT,Yes,2.1,Information Technology,0.7,5.42,5.54
Tech Mahindra Ltd.,Bengaluru,Q2 2023,Recovery,2.97,13.6,17.69,Yes,159825,Cloud Engineer,Azure + DevOps + IaC,7.93,8.73,7.13,1,1543111,2,Engineering,Yes,1.739,Information Technology,1.94,7.11,6.77
HCL Technologies,Pune,Q1 2024,Growth,12.57,19.67,17.11,No,229020,Senior Software Engineer,Node.js + React,7.55,8.0,6.31,0,2034828,3,Engineering,Yes,1.326,Information Technology,0.95,6.07,5.92
Deloitte India,Gurugram,Q4 2025,Stable,6.47,19.72,20.56,No,107354,Cloud Engineer,Azure + DevOps + IaC,9.68,8.27,8.9,5,3531481,5,Engineering,Yes,0.01,Consulting,0.67,5.98,5.84
Mphasis,Mumbai,Q1 2025,Growth,9.76,16.24,8.28,No,34336,Cloud Engineer,AWS + Terraform + Kubernetes,8.87,8.42,8.41,9,3548170,4,Engineering,No,0.01,Information Technology,0.61,5.31,5.02
IBM India,Hyderabad,Q3 2023,Recession,7.64,15.82,14.39,Yes,145015,Site Reliability Engineer,Linux + Prometheus + Grafana,7.91,7.49,7.16,1,2033805,3,Engineering,Yes,2.192,Information Technology,2.35,6.69,6.18
Tech Mahindra Ltd.,Mumbai,Q4 2024,Stable,11.4,22.14,18.52,No,155151,Cloud Engineer,Azure + DevOps + IaC,8.98,7.76,7.87,5,2968482,5,Engineering,No,0.075,Information Technology,1.51,5.57,5.78
HDFC Bank,Hyderabad,Q4 2025,Growth,8.76,25.65,17.57,Yes,160426,HR Specialist,People Analytics + HR Operations,5.21,5.34,6.01,1,1174594,4,HR,No,2.573,Financial Services,0.67,5.59,5.41
Amazon India,Bengaluru,Q1 2024,Stable,11.88,12.32,20.91,Yes,125787,Technical Lead,Java + Spring Boot,7.37,7.41,6.8,6,4378469,5,Engineering,Yes,1.517,E-commerce,1.94,5.9,5.66
Axis Bank,Chennai,Q2 2024,Growth,9.33,20.67,21.24,No,96415,Support Engineer,ITSM + Linux + SQL,5.82,7.19,4.74,3,1219659,3,IT,No,1.747,Financial Services,0.27,6.19,5.47
Infosys,Noida,Q3 2024,Growth,7.22,20.07,23.6,No,367089,Technical Lead,Kubernetes + AWS,7.79,8.75,8.4,4,3593885,5,Engineering,Yes,0.22,Information Technology,1.07,6.21,5.64
Meesho,Bengaluru,Q1 2025,Recession,6.09,12.24,5.79,Yes,6881,UI/UX Designer,UX Research + Prototyping,6.25,6.87,6.64,6,3062785,4,Product,Yes,3.075,E-commerce,2.87,5.5,5.18
Accenture India Pvt Ltd,Chennai,Q1 2025,Growth,11.78,18.12,13.23,Yes,337021,Finance Analyst,Excel + Power BI + SQL,5.79,6.31,6.1,13,2964260,3,Finance,Yes,2.183,Consulting,1.04,5.53,5.23
Accenture India Pvt Ltd,Mumbai,Q2 2025,Stable,7.81,16.54,10.7,No,279546,Data Analyst,SQL + Tableau + Python,7.82,5.89,6.99,8,3254216,4,Sales,No,0.898,Consulting,0.64,5.52,5.22
Wipro Limited,Ahmedabad,Q3 2023,Growth,6.77,13.31,12.96,No,245501,Machine Learning Engineer,PyTorch + Kubernetes + MLflow,9.71,8.45,8.53,6,3716432,5,Analytics,No,0.01,Information Technology,1.07,7.36,5.84
IBM India,Chennai,Q2 2025,Stable,13.88,20.47,37.28,Yes,135738,Business Analyst,SQL + Excel + Process Mapping,6.92,7.16,5.8,9,3662883,4,Management,No,2.142,Information Technology,1.39,5.24,4.9
Infosys,Hyderabad,Q3 2025,Recession,7.13,17.44,15.46,No,324856,Software Engineer,Go + Microservices,7.16,7.43,7.42,6,1586317,3,Engineering,Yes,2.449,Information Technology,2.82,5.75,5.11
Amazon Development Centre India Pvt Ltd,Noida,Q4 2023,Stable,12.59,14.34,15.7,No,145398,Cloud Engineer,AWS + Terraform + Kubernetes,9.12,8.2,8.38,3,2958247,3,Engineering,Yes,0.993,E-commerce,1.99,6.62,5.78
Tech Mahindra Ltd.,Hyderabad,Q3 2025,Growth,7.43,15.85,19.02,No,146721,Engineering Manager,Cloud Delivery + Program Governance,7.24,8.44,8.56,2,4893240,4,Analytics,Yes,0.175,Information Technology,0.89,5.62,5.35
EY India,Hyderabad,Q3 2025,Recovery,7.52,19.83,11.45,No,79817,DevOps Engineer,Terraform + CI/CD + GCP,8.07,7.57,6.53,5,2125343,4,Engineering,Yes,1.367,Consulting,1.44,5.32,5.92
Deloitte India,Gurugram,Q1 2024,Stable,8.87,18.48,3.68,No,105933,Data Scientist,Python + ML + SQL,7.56,8.16,8.7,8,4007334,3,Analytics,Yes,0.63,Consulting,0.99,6.84,5.83
Amazon India,Mumbai,Q2 2023,Recovery,8.39,9.66,-0.61,No,123299,Software Engineer,Python + FastAPI,7.79,7.3,7.7,3,2409980,5,Engineering,Yes,1.77,E-commerce,2.36,7.69,6.85
Larsen & Toubro,Coimbatore,Q2 2024,Stable,5.33,12.43,12.81,No,52974,Project Manager,Program Planning + Risk Tracking,5.99,6.8,5.18,12,3514953,4,Management,Yes,1.868,Manufacturing,1.54,6.31,6.02
Bharti Airtel,Chennai,Q2 2024,Recovery,1.6,16.3,7.59,Yes,67699,Site Reliability Engineer,AWS + Incident Response,8.33,8.29,7.74,4,3026379,3,Engineering,Yes,2.361,Telecommunications,2.16,6.42,5.48
Flipkart Internet Pvt Ltd,Noida,Q1 2025,Recovery,12.24,12.68,25.25,Yes,35039,Data Scientist,PySpark + MLflow + Python,7.59,7.44,8.86,1,1834155,2,Analytics,Yes,2.112,E-commerce,2.58,6.25,5.13
Coforge,Bengaluru,Q1 2025,Recession,5.28,16.44,8.53,Yes,34115,Cloud Engineer,Azure + DevOps + IaC,8.84,7.75,8.01,3,2429544,4,Engineering,Yes,1.553,Information Technology,2.49,5.46,5.28
ICICI Bank,Gurugram,Q3 2023,Stable,7.39,21.3,14.4,Yes,138129,Software Engineer,Node.js + React,8.15,8.17,7.3,2,2193771,4,Engineering,No,1.872,Financial Services,1.01,7.33,6.4
Jio Platforms,Bengaluru,Q1 2024,Stable,8.09,13.86,20.95,Yes,81061,Cybersecurity Analyst,Cloud Security + IAM + Zero Trust,9.05,7.2,7.46,5,2148308,2,IT,No,1.765,Telecommunications,1.5,6.32,5.58
Tech Mahindra Ltd.,Kochi,Q4 2024,Growth,10.77,18.89,11.81,Yes,138227,Software Engineer,Go + Microservices,7.93,8.42,6.98,5,1047101,4,Engineering,Yes,0.976,Information Technology,1.01,6.63,5.57
EY India,Mumbai,Q4 2023,Stable,6.54,20.32,10.23,Yes,80879,Finance Analyst,Excel + Power BI + SQL,6.28,5.6,6.31,4,2116392,3,Finance,No,2.946,Consulting,1.49,6.29,6.13
Oracle Financial Services Software Ltd.,Bengaluru,Q4 2023,Stable,10.85,22.46,20.35,No,27771,Senior Software Engineer,Java + Spring Boot,7.68,8.62,7.12,6,2651104,3,Engineering,Yes,0.861,Financial Services,0.8,6.71,6.08
Vodafone Idea,Chennai,Q2 2025,Growth,8.72,17.18,10.05,No,9769,QA Engineer,Selenium + Cypress + API Testing,6.65,8.25,5.85,3,1355800,5,Engineering,Yes,1.988,Telecommunications,1.77,5.7,5.31
Microsoft India,Bengaluru,Q1 2024,Growth,17.99,21.72,17.96,Yes,22150,Technical Lead,Java + Spring Boot,7.93,8.02,6.85,2,4732936,5,Engineering,Yes,0.566,Information Technology,1.14,6.09,5.81
Apple India,Kolkata,Q2 2023,Recession,4.59,16.7,7.21,No,9657,Data Analyst,SQL + Tableau + Python,6.95,7.27,6.22,3,1804994,5,Analytics,Yes,2.008,Information Technology,2.54,8.28,6.51
Tata Consultancy Services (TCS),Hyderabad,Q1 2023,Recession,6.65,21.07,12.21,Yes,682641,Site Reliability Engineer,Linux + Prometheus + Grafana,8.13,8.07,7.16,6,3439941,5,Engineering,No,1.599,Information Technology,2.62,7.03,6.75
Vodafone Idea,Gurugram,Q2 2025,Stable,8.09,15.85,12.45,Yes,9537,Senior Software Engineer,Java + Spring Boot,7.8,8.62,6.75,2,1763562,2,Engineering,Yes,2.217,Telecommunications,1.78,5.48,5.12
Apollo Hospitals,Mumbai,Q1 2025,Growth,7.12,21.27,19.33,Yes,65227,Site Reliability Engineer,Kubernetes + SRE + Observability,8.68,8.4,8.28,6,2477104,3,Engineering,No,1.174,Healthcare,0.48,5.39,5.31
Axis Bank,Mumbai,Q2 2023,Recovery,6.44,22.23,14.01,No,84548,Software Engineer,Node.js + React,8.26,7.26,6.77,14,2666551,4,Engineering,Yes,0.585,Financial Services,1.48,7.32,6.73
LTIMindtree,Hyderabad,Q4 2024,Stable,16.46,20.71,29.79,No,83184,Technical Lead,.NET + Azure,7.47,7.24,6.63,4,2351777,3,Engineering,Yes,1.209,Information Technology,1.08,6.06,5.43
Jio Platforms,Mumbai,Q1 2025,Stable,7.09,11.87,3.29,Yes,92283,Senior Software Engineer,Python + Django,7.77,8.76,6.59,4,1677935,5,Engineering,Yes,1.09,Telecommunications,1.83,5.5,5.69
Mahindra & Mahindra,Noida,Q1 2025,Growth,11.98,13.64,11.28,Yes,73733,Site Reliability Engineer,AWS + Incident Response,7.62,9.05,7.22,6,2956139,5,Engineering,Yes,0.852,Manufacturing,1.06,5.98,5.23
HCL Technologies,Gurugram,Q1 2023,Recovery,2.74,13.64,-1.45,No,249338,Solution Architect,Cloud Architecture + Microservices,8.42,7.91,7.34,6,3131011,3,Engineering,Yes,1.09,Information Technology,1.44,7.67,6.77
Amazon Development Centre India Pvt Ltd,Mumbai,Q3 2023,Recession,3.56,9.03,14.66,No,182435,DevOps Engineer,Docker + Kubernetes + AWS,8.78,7.95,8.02,2,1918962,3,Engineering,Yes,1.548,E-commerce,2.98,6.46,6.21
IBM India,Bengaluru,Q4 2025,Recession,7.47,18.75,16.9,Yes,135111,Software Engineer,Node.js + React,7.68,7.84,6.37,4,1700773,3,Engineering,Yes,3.178,Information Technology,2.56,5.27,5.38
Axis Bank,Mumbai,Q3 2024,Recovery,2.28,19.58,10.31,Yes,86848,Support Engineer,Ticketing + Debugging + Scripting,5.52,7.14,4.33,4,1197418,5,Analytics,Yes,3.064,Financial Services,1.77,5.75,6.01
Amazon India,Chennai,Q3 2023,Growth,9.49,13.4,20.45,No,108017,Senior Software Engineer,Python + Django,8.24,8.15,6.75,7,2946418,5,Engineering,Yes,0.439,E-commerce,1.78,7.2,6.58
Flipkart Internet Pvt Ltd,Chennai,Q1 2023,Recession,6.36,10.23,14.18,No,44687,Senior Software Engineer,.NET + Azure,7.63,6.9,6.67,3,2770133,3,Engineering,Yes,2.816,E-commerce,3.08,8.24,6.67
HCL Technologies,Chennai,Q2 2024,Recession,3.69,18.51,-2.95,No,221817,Customer Success Manager,CRM + Customer Analytics,6.01,5.93,5.98,3,1992925,3,Operations,Yes,2.623,Information Technology,2.53,6.07,5.51
Larsen & Toubro,Hyderabad,Q3 2023,Recovery,4.61,14.95,8.19,Yes,47363,Data Analyst,SQL + Tableau + Python,7.15,7.54,6.54,7,2048942,4,Analytics,No,1.329,Manufacturing,1.8,7.23,6.26
Tech Mahindra Ltd.,Ahmedabad,Q4 2025,Recovery,5.07,18.69,7.33,No,145918,Senior Software Engineer,Python + Django,7.74,8.08,5.98,11,1673989,4,Engineering,Yes,0.523,Information Technology,1.57,6.73,5.39
Bharti Airtel,Mumbai,Q1 2023,Recession,-1.78,13.25,-5.35,Yes,68030,Engineering Manager,Agile + Jira + Architecture Reviews,6.75,6.21,6.1,6,4495535,2,Management,No,4.479,Telecommunications,3.19,7.06,7.25
HCL Technologies,Bengaluru,Q3 2024,Stable,11.79,14.56,20.9,No,219747,Cloud Engineer,Azure + DevOps + IaC,9.28,8.32,8.03,2,3377951,3,Engineering,Yes,0.787,Information Technology,1.19,5.4,5.77
Mphasis,Bengaluru,Q3 2023,Recovery,4.27,20.76,13.89,Yes,33004,Senior Software Engineer,Node.js + React,8.61,7.37,6.94,3,2410184,5,Engineering,Yes,1.093,Information Technology,1.8,6.94,6.01
Infosys,Hyderabad,Q2 2024,Recovery,9.66,19.8,26.17,Yes,338576,Software Engineer,Node.js + React,7.5,7.62,7.3,3,1750070,4,Engineering,Yes,1.605,Information Technology,1.76,6.28,5.83
Tech Mahindra Ltd.,Bengaluru,Q2 2025,Stable,9.18,18.9,17.11,No,145579,Software Engineer,Java + Spring Boot,7.41,8.35,7.08,2,1381812,4,Engineering,Yes,1.557,Information Technology,1.26,5.13,5.2
PwC India,Kolkata,Q2 2025,Growth,5.91,18.05,4.24,No,66591,DevOps Engineer,Linux + Ansible + Observability,9.01,9.19,7.79,6,1646250,3,Engineering,No,0.571,Consulting,0.55,6.78,5.12
Sun Pharma,Chennai,Q4 2025,Recovery,4.78,23.33,8.28,No,37758,Technical Lead,Kubernetes + AWS,7.93,7.88,9.45,9,3353749,3,Engineering,Yes,0.619,Healthcare,1.3,5.97,5.59
HDFC Bank,Bengaluru,Q4 2024,Growth,6.17,18.53,10.49,No,166835,Software Engineer,Node.js + React,8.0,7.99,7.01,3,1599185,3,Engineering,Yes,1.301,Financial Services,0.81,5.1,5.48
Google India,Mumbai,Q1 2023,Recovery,6.63,19.09,6.43,No,18537,Product Manager,Product Analytics + SQL + A/B Testing,7.04,6.68,7.22,8,5636463,4,Product,No,1.201,Information Technology,1.66,7.54,7.4
Jio Platforms,Noida,Q3 2025,Stable,10.2,18.81,20.17,Yes,100878,Senior Software Engineer,Node.js + React,8.12,8.5,6.8,8,2812086,3,Engineering,Yes,1.719,Telecommunications,1.43,5.62,5.43
Flipkart Internet Pvt Ltd,Hyderabad,Q4 2025,Stable,7.12,10.74,7.71,Yes,37939,Site Reliability Engineer,AWS + Incident Response,8.3,8.45,6.7,7,2730771,3,Engineering,Yes,1.306,E-commerce,1.56,5.67,5.88
HCL Technologies,Noida,Q2 2024,Recession,7.67,16.12,9.37,Yes,236433,Sales Executive,CRM + Sales Analytics,5.97,5.64,6.31,4,1391744,3,Sales,Yes,3.564,Information Technology,2.83,6.8,5.98
Tech Mahindra Ltd.,Kochi,Q2 2023,Recession,2.35,14.48,7.92,No,134525,Business Analyst,SQL + Excel + Process Mapping,6.54,6.27,6.12,9,2187250,4,Management,No,2.814,Information Technology,2.32,8.49,7.11
Cognizant India,Bengaluru,Q2 2023,Stable,5.57,19.93,16.12,No,241726,Software Engineer,Node.js + React,8.3,5.63,6.98,5,1450236,2,Operations,Yes,1.798,Information Technology,1.37,7.29,6.58
Deloitte India,Kolkata,Q2 2023,Recovery,7.56,19.23,13.95,No,126853,Product Manager,Roadmapping + Jira + Experimentation,7.65,7.24,6.89,13,5585242,5,Product,Yes,0.52,Consulting,1.8,8.11,6.7
Amazon India,Hyderabad,Q1 2024,Recovery,9.08,11.62,16.2,No,105423,UI/UX Designer,Figma + Design Systems,6.34,6.75,6.5,2,2100278,5,Product,Yes,1.747,E-commerce,2.01,6.43,6.01
Microsoft India,Mumbai,Q1 2023,Growth,11.89,18.31,11.58,No,25205,Data Scientist,Python + ML + SQL,8.36,8.04,8.04,3,4397294,5,Analytics,Yes,0.235,Information Technology,0.91,7.98,6.69
ICICI Bank,Bengaluru,Q3 2023,Growth,7.92,18.36,17.69,No,135129,Technical Lead,.NET + Azure,7.71,8.22,6.48,2,3391975,4,Engineering,Yes,0.288,Financial Services,0.49,6.78,6.56
Apollo Hospitals,Kochi,Q3 2024,Stable,4.95,18.36,16.17,No,69220,QA Engineer,Manual QA + Regression Testing,5.81,8.41,3.59,7,1328931,4,Engineering,No,1.653,Healthcare,1.0,6.74,5.55
Jio Platforms,Pune,Q1 2023,Recovery,1.39,11.42,2.38,No,104848,Technical Lead,.NET + Azure,7.19,7.99,6.66,4,3884956,4,Engineering,No,1.81,Telecommunications,2.15,7.82,6.35
HCL Technologies,Hyderabad,Q1 2023,Recession,4.23,13.6,6.87,Yes,232360,Cloud Engineer,Azure + DevOps + IaC,8.54,8.01,7.03,3,2962136,4,Engineering,No,1.755,Information Technology,2.52,7.68,6.76
